chembl_id,pharm_tanimoto,pharm_recall,n_bits,shape_tanimoto,o3a_score,planarity,heavy_atoms,aromatic_rings,fused_rings,name,shape_tanimoto_r,pharm_tanimoto_r,pharm_recall_r,consensus
CHEMBL1200770,0.121,0.2222,143,0.4443,81.38,1.303,20,1,0,IOCETAMIC ACID,0.27790973871733965,0.9097387173396675,0.7161520190023754,0.577
CHEMBL1201733,0.0718,0.4444,761,0.4434,,1.006,32,4,1,PAZOPANIB HYDROCHLORIDE,0.27315914489311166,0.6900237529691211,0.9619952494061758,0.5704
CHEMBL1657,0.0698,0.1333,141,0.4959,88.04,0.466,25,2,1,TAZAROTENE,0.5403800475059383,0.671021377672209,0.497624703087886,0.5689
CHEMBL1770,0.0378,0.0519,57,0.5854,,0.592,15,1,1,LEVAMISOLE HYDROCHLORIDE,0.8907363420427553,0.36342042755344417,0.23159144893111638,0.5678
CHEMBL3989571,0.0149,0.1037,819,0.6014,,0.606,30,0,2,SPECTINOMYCIN HYDROCHLORIDE,0.9287410926365796,0.1543942992874109,0.41330166270783847,0.5676
CHEMBL578767,0.0359,0.0444,38,0.5936,92.65,0.545,16,1,0,FLUMEXADOL,0.9168646080760094,0.342042755344418,0.2042755344418052,0.5663
CHEMBL1079604,0.0647,0.0963,79,0.5103,87.0,0.623,16,1,0,METAXALONE,0.6247030878859857,0.6247030878859857,0.3859857482185273,0.565
CHEMBL276520,0.0193,0.0519,235,0.7215,97.0,0.355,17,2,1,INDALPINE,1.0,0.19002375296912113,0.23159144893111638,0.5649
CHEMBL220491,0.0551,0.1407,229,0.5061,91.49,0.77,23,1,1,BRINZOLAMIDE,0.5985748218527316,0.5415676959619953,0.5201900237529691,0.5619
CHEMBL1200330,0.0233,0.0667,261,0.6068,,0.741,16,1,0,PILOCARPINE HYDROCHLORIDE,0.9406175771971497,0.21377672209026127,0.28859857482185275,0.5596
CHEMBL3989908,0.0467,0.5259,1457,0.4676,117.8,0.528,33,3,0,ENASIDENIB,0.3919239904988123,0.4489311163895487,0.9857482185273159,0.5575
CHEMBL2355333,0.038,0.0444,29,0.5781,,0.379,22,2,0,ZIMELDINE HYDROCHLORIDE,0.8812351543942993,0.3657957244655582,0.2042755344418052,0.5574
CHEMBL924,0.0734,0.1407,143,0.487,80.49,0.908,16,1,0,ZOLEDRONIC ACID ANHYDROUS,0.4821852731591449,0.6983372921615202,0.5201900237529691,0.5565
CHEMBL2105743,0.0777,0.2889,406,0.447,,1.02,29,2,1,OLODATEROL HYDROCHLORIDE,0.2921615201900237,0.7434679334916865,0.8052256532066508,0.5558
CHEMBL3707246,0.0564,0.2889,595,0.4731,,0.438,31,3,1,OZANIMOD HYDROCHLORIDE,0.41330166270783847,0.5605700712589073,0.8052256532066508,0.5555
CHEMBL4297528,0.0466,0.3333,876,0.4829,106.06,0.359,30,4,2,RISDIPLAM,0.45486935866983375,0.44655581947743467,0.8598574821852731,0.5536
CHEMBL1111,0.0962,0.1481,93,0.4611,106.13,1.423,28,3,0,AMBRISENTAN,0.3657957244655582,0.8408551068883611,0.5391923990498813,0.5517
CHEMBL1200863,0.0392,0.0444,24,0.5718,,0.536,20,1,0,MELPHALAN HYDROCHLORIDE,0.8551068883610451,0.38004750593824227,0.2042755344418052,0.5499
CHEMBL193240,0.0657,0.2963,514,0.4562,92.59,1.004,26,2,0,ROFLUMILAST,0.33729216152019004,0.6377672209026128,0.8171021377672208,0.5474
CHEMBL1082407,0.0576,0.2222,416,0.4788,104.28,1.025,32,2,0,ENZALUTAMIDE,0.43705463182897863,0.5712589073634204,0.7161520190023754,0.5471
CHEMBL1698,0.0333,0.037,20,0.5959,,0.689,17,1,0,BUPROPION HYDROCHLORIDE,0.9239904988123515,0.2992874109263658,0.166270783847981,0.5471
CHEMBL111,0.0764,0.4296,682,0.4266,101.76,0.79,30,3,0,RIMONABANT,0.2042755344418052,0.7220902612826603,0.9501187648456056,0.5461
CHEMBL1413,0.0452,0.1185,235,0.5163,76.76,0.524,15,1,0,CICLOPIROX,0.6567695961995249,0.4346793349168646,0.4679334916864608,0.5429
CHEMBL1518,0.0872,0.0963,27,0.4809,73.1,0.414,11,1,0,PROPYLTHIOURACIL,0.44418052256532065,0.8099762470308789,0.3859857482185273,0.5394
CHEMBL4650216,0.0583,0.3259,664,0.4565,,1.353,33,4,1,DARIDOREXANT HYDROCHLORIDE,0.33966745843230406,0.5795724465558195,0.8491686460807601,0.539
CHEMBL1719,0.0812,0.1185,78,0.475,,1.221,26,2,2,OLOPATADINE HYDROCHLORIDE,0.42042755344418054,0.7660332541567696,0.4679334916864608,0.536
CHEMBL1172,0.0884,0.1185,62,0.4653,81.98,0.931,22,2,2,DESLORATADINE,0.3824228028503563,0.8171021377672208,0.4679334916864608,0.5342
CHEMBL689,0.0333,0.0815,206,0.5482,85.01,0.512,12,0,0,MANNITOL,0.7885985748218527,0.2992874109263658,0.342042755344418,0.5302
CHEMBL1201753,0.0391,0.2,583,0.4982,100.96,0.791,31,3,1,PITAVASTATIN,0.5534441805225653,0.37767220902612825,0.669833729216152,0.5298
CHEMBL223228,0.1275,0.1926,95,0.4228,84.06,1.048,21,1,1,EFAVIRENZ,0.19239904988123516,0.9406175771971497,0.6425178147268409,0.5294
CHEMBL1213252,0.1362,0.3037,207,0.3924,80.75,1.046,22,2,1,CLORAZEPIC ACID,0.07125890736342043,0.9631828978622328,0.830166270783848,0.5286
CHEMBL198362,0.0417,0.1704,440,0.503,118.37,0.371,29,2,0,RIVAROXABAN,0.5783847980997625,0.4014251781472684,0.5890736342042755,0.528
CHEMBL1229517,0.081,0.4296,639,0.4088,97.24,1.335,33,4,1,VEMURAFENIB,0.12945368171021376,0.7624703087885986,0.9501187648456056,0.5245
CHEMBL483254,0.0656,0.1481,190,0.4786,98.5,0.884,26,3,1,PANOBINOSTAT,0.4346793349168646,0.6342042755344418,0.5391923990498813,0.5207
CHEMBL328560,0.0484,0.0889,125,0.5123,83.38,0.835,18,1,0,SULTHIAME,0.6413301662707839,0.4667458432304038,0.3681710213776722,0.5207
CHEMBL105,0.0182,0.1111,704,0.5476,101.1,1.267,24,0,3,MITOMYCIN,0.7838479809976246,0.1828978622327791,0.4477434679334917,0.5195
CHEMBL231779,0.0496,0.363,902,0.4544,111.37,0.411,34,3,1,APIXABAN,0.32779097387173395,0.4845605700712589,0.9026128266033254,0.5185
CHEMBL1695,0.0422,0.1037,211,0.5124,,0.647,26,2,0,TIAGABINE HYDROCHLORIDE,0.6448931116389549,0.4085510688836104,0.41330166270783847,0.5161
CHEMBL3643413,0.0358,0.3778,1340,0.4721,108.23,0.936,32,2,1,LENIOLISIB,0.40973871733966744,0.33729216152019004,0.9144893111638955,0.5142
CHEMBL254316,0.0601,0.4444,923,0.4287,111.55,1.189,32,3,0,RALTEGRAVIR,0.21140142517814728,0.5938242280285035,0.9619952494061758,0.5138
CHEMBL1200821,0.0533,0.0593,23,0.5124,73.24,0.889,16,1,0,PROPYLIODONE,0.6448931116389549,0.5201900237529691,0.25534441805225655,0.5101
CHEMBL1200778,0.0171,0.0222,43,0.6168,,0.839,20,0,0,DEXRAZOXANE HYDROCHLORIDE,0.9619952494061758,0.16508313539192399,0.11045130641330166,0.51
CHEMBL211471,0.0426,0.0444,12,0.5371,85.88,0.638,22,1,0,NEOSTIGMINE METHYLSULFATE,0.7339667458432304,0.4156769596199525,0.2042755344418052,0.5061
CHEMBL4299940,0.0705,0.3259,533,0.4253,96.71,1.099,32,3,1,MITAPIVAT,0.2007125890736342,0.6769596199524941,0.8491686460807601,0.5057
CHEMBL1709,0.028,0.0519,122,0.5652,,0.765,21,2,1,SERTRALINE HYDROCHLORIDE,0.8266033254156769,0.2517814726840855,0.23159144893111638,0.5054
CHEMBL476960,0.0156,0.0815,580,0.5619,93.77,0.667,18,0,0,VOGLIBOSE,0.8218527315914489,0.15914489311163896,0.342042755344418,0.5031
CHEMBL1004,0.0588,0.0667,27,0.5014,90.52,0.969,20,2,0,DOXYLAMINE,0.5665083135391924,0.5866983372921615,0.28859857482185275,0.5031
CHEMBL2043437,0.0238,0.2074,1068,0.5052,111.0,0.596,28,3,1,GLASDEGIB,0.5890736342042755,0.21852731591448932,0.6876484560570071,0.5026
CHEMBL514800,0.0807,0.2889,387,0.4172,110.72,1.632,32,2,1,APREMILAST,0.15914489311163896,0.7600950118764845,0.8052256532066508,0.501
CHEMBL1585,0.0205,0.0222,14,0.5943,75.82,0.432,16,0,0,PIPOBROMAN,0.9192399049881235,0.19714964370546317,0.11045130641330166,0.5004
CHEMBL1441,0.0854,0.1037,43,0.4582,70.15,0.536,11,1,0,ETHIONAMIDE,0.3491686460807601,0.7980997624703088,0.41330166270783847,0.4999
CHEMBL4071161,0.0471,0.4667,1267,0.4406,132.43,0.468,34,4,1,TIRABRUTINIB,0.26128266033254155,0.45368171021377673,0.9774346793349169,0.498
CHEMBL1201281,0.0752,0.1481,151,0.4545,97.81,1.083,27,1,0,CHLORAMPHENICOL SUCCINIC ACID,0.33016627078384797,0.7149643705463183,0.5391923990498813,0.4979
CHEMBL24924,0.0511,0.0667,50,0.5077,94.25,0.734,18,2,1,FLUINDIONE,0.6045130641330166,0.5071258907363421,0.28859857482185275,0.4963
CHEMBL1201131,0.067,0.1111,104,0.4754,87.93,0.887,24,1,1,PIPERONYL BUTOXIDE,0.42280285035629456,0.6460807600950119,0.4477434679334917,0.496
CHEMBL4435170,0.0554,0.5778,1352,0.4218,107.87,0.755,31,3,0,DEUCRAVACITINIB,0.1828978622327791,0.5486935866983373,0.995249406175772,0.4957
CHEMBL1200781,0.0569,0.0889,88,0.4923,,0.932,25,2,1,CITALOPRAM HYDROBROMIDE,0.517814726840855,0.5629453681710214,0.3681710213776722,0.4939
CHEMBL197084,0.0386,0.0593,80,0.5279,101.59,0.928,22,0,0,TROFINETIDE,0.6983372921615202,0.37173396674584325,0.25534441805225655,0.4896
CHEMBL1697744,0.0341,0.0444,47,0.5442,97.72,0.734,15,0,0,ERDOSTEINE,0.7600950118764845,0.3147268408551069,0.2042755344418052,0.4875
CHEMBL4458276,0.0333,0.0815,206,0.5225,86.88,0.805,21,1,1,ENMETAZOBACTAM,0.6769596199524941,0.2992874109263658,0.342042755344418,0.4799
CHEMBL707,0.055,0.4444,1015,0.4202,100.78,0.643,33,3,2,DOXAZOSIN,0.17339667458432304,0.5368171021377672,0.9619952494061758,0.4796
CHEMBL601719,0.0363,0.3333,1151,0.4589,99.81,0.885,30,3,0,CRIZOTINIB,0.35629453681710216,0.34679334916864607,0.8598574821852731,0.4793
CHEMBL1200955,0.1096,0.237,189,0.387,,1.366,32,1,1,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,0.06413301662707839,0.8859857482185273,0.7363420427553444,0.4787
CHEMBL3545376,0.0743,0.3333,516,0.4063,98.05,0.912,33,4,1,ERDAFITINIB,0.11163895486935867,0.7078384798099763,0.8598574821852731,0.4776
CHEMBL937,0.0774,0.0889,32,0.4609,92.4,1.004,27,0,0,DIETHYLCARBAMAZINE CITRATE,0.36342042755344417,0.7363420427553444,0.3681710213776722,0.4765
CHEMBL2103873,0.0691,0.3481,592,0.4088,105.3,0.723,32,3,0,MACITENTAN,0.12945368171021376,0.6591448931116389,0.8788598574821853,0.4757
CHEMBL3301605,0.011,0.0741,787,0.5534,97.27,0.914,24,0,1,RELEBACTAM,0.8004750593824228,0.11995249406175772,0.3171021377672209,0.4755
CHEMBL1200907,0.0077,0.0519,779,0.5735,91.1,0.622,24,0,4,TRILOSTANE,0.8646080760095012,0.09263657957244656,0.23159144893111638,0.4748
CHEMBL4216467,0.0694,0.4,697,0.3976,97.93,1.134,33,4,1,RIPRETINIB,0.09263657957244656,0.667458432304038,0.9287410926365796,0.4741
CHEMBL196,0.0358,0.0741,154,0.5155,89.18,0.563,12,0,0,ASCORBIC ACID,0.6508313539192399,0.33729216152019004,0.3171021377672209,0.4733
CHEMBL1561,0.0176,0.0815,502,0.5384,84.95,0.848,14,0,0,MIGLITOL,0.7410926365795725,0.17339667458432304,0.342042755344418,0.471
CHEMBL298470,0.0551,0.4074,919,0.4182,93.98,1.428,33,3,1,TAFENOQUINE,0.16508313539192399,0.5415676959619953,0.9334916864608076,0.4701
CHEMBL1201093,0.029,0.0296,7,0.549,,0.406,11,0,0,METHYL AMINOLEVULINATE HYDROCHLORIDE,0.7933491686460807,0.26128266033254155,0.13657957244655583,0.4695
CHEMBL1201794,0.0333,0.4667,1818,0.4482,107.93,0.839,31,3,2,RIBOFLAVIN 5'-PHOSPHATE,0.29691211401425177,0.2992874109263658,0.9774346793349169,0.4678
CHEMBL4594250,0.0835,0.2444,293,0.3977,101.66,1.304,34,4,1,NETARSUDIL,0.09501187648456057,0.7909738717339667,0.7470308788598575,0.4668
CHEMBL1106,0.0543,0.1037,137,0.4821,93.9,0.626,19,2,3,EPINASTINE,0.4501187648456057,0.5296912114014252,0.41330166270783847,0.4648
CHEMBL742,0.0497,0.0593,34,0.5,81.78,1.023,16,1,0,KETAMINE,0.5629453681710214,0.48812351543942994,0.25534441805225655,0.4636
CHEMBL814,0.0318,0.0667,157,0.5221,95.53,0.876,22,1,0,FLUVOXAMINE,0.6745843230403801,0.2814726840855107,0.28859857482185275,0.4602
CHEMBL1208422,0.0718,0.2296,328,0.4163,89.16,1.243,33,4,2,ROSE BENGAL FREE ACID,0.15676959619952494,0.6900237529691211,0.7268408551068883,0.4593
CHEMBL215303,0.0579,0.237,450,0.4324,97.69,0.886,31,3,2,GARENOXACIN,0.22446555819477435,0.5771971496437055,0.7363420427553444,0.4583
CHEMBL2396661,0.0508,0.3556,857,0.4223,112.71,0.916,30,2,0,ALPELISIB,0.18883610451306412,0.501187648456057,0.8919239904988123,0.4583
CHEMBL3140361,0.0059,0.0074,36,0.6129,,0.637,16,0,0,ETHAMBUTOL HYDROCHLORIDE,0.9524940617577197,0.05463182897862233,0.048693586698337295,0.4572
CHEMBL2364608,0.0732,0.3333,525,0.3904,94.94,1.141,29,3,0,DORAVIRINE,0.0688836104513064,0.6959619952494062,0.8598574821852731,0.4548
CHEMBL760,0.0981,0.1926,156,0.3971,86.42,0.0,16,1,2,ANAGRELIDE,0.08788598574821853,0.8479809976247031,0.6425178147268409,0.4546
CHEMBL857,0.0081,0.037,489,0.5716,81.79,0.967,16,0,1,BIOTIN,0.850356294536817,0.09857482185273159,0.166270783847981,0.4538
CHEMBL4297185,0.0626,0.3481,663,0.4001,86.16,0.585,28,3,0,DAROLUTAMIDE,0.10095011876484561,0.6175771971496437,0.8788598574821853,0.4504
CHEMBL107,0.0652,0.2444,404,0.4175,90.9,1.019,29,2,2,COLCHICINE,0.16152019002375298,0.6306413301662708,0.7470308788598575,0.4486
CHEMBL122,0.0296,0.0444,74,0.5305,101.18,0.677,22,2,0,ROFECOXIB,0.7030878859857482,0.2672209026128266,0.2042755344418052,0.4476
CHEMBL1417019,0.0552,0.2963,629,0.4209,,0.379,34,2,2,MITOXANTRONE HYDROCHLORIDE,0.17577197149643706,0.5463182897862233,0.8171021377672208,0.4473
CHEMBL634,0.0584,0.1926,336,0.4358,95.5,0.948,30,2,0,ALFENTANIL,0.2375296912114014,0.5819477434679335,0.6425178147268409,0.4421
CHEMBL1372950,0.0419,0.2148,586,0.4513,101.12,0.957,31,3,4,NICERGOLINE,0.3159144893111639,0.40380047505938244,0.7019002375296912,0.4388
CHEMBL1449,0.0465,0.1333,270,0.4712,95.05,1.223,25,1,1,TICARCILLIN,0.4014251781472684,0.44418052256532065,0.497624703087886,0.4383
CHEMBL1725,0.0698,0.2741,432,0.3928,91.02,1.326,32,1,0,IOPROMIDE,0.07600950118764846,0.671021377672209,0.7909738717339667,0.4333
CHEMBL56021,0.0368,0.0444,34,0.5079,85.5,0.652,12,0,0,LEVACETYLLEUCINE,0.6104513064133017,0.35629453681710216,0.2042755344418052,0.4327
CHEMBL2109882,0.0437,0.0667,80,0.4916,,0.909,11,0,0,TRISILICATE,0.5130641330166271,0.4251781472684085,0.28859857482185275,0.4306
CHEMBL185,0.087,0.1037,40,0.4223,67.06,0.0,9,1,0,FLUOROURACIL,0.18883610451306412,0.8064133016627079,0.41330166270783847,0.4302
CHEMBL3188267,0.0545,0.3407,755,0.4067,102.48,0.938,31,5,2,CAPMATINIB,0.1163895486935867,0.5332541567695962,0.8681710213776722,0.4294
CHEMBL1648,0.0468,0.1852,424,0.4505,92.81,1.203,27,2,1,ISRADIPINE,0.30641330166270786,0.4513064133016627,0.6199524940617577,0.4283
CHEMBL1455,0.0606,0.0741,40,0.4623,86.8,0.209,15,1,0,ALTRETAMINE,0.37054631828978624,0.6009501187648456,0.3171021377672209,0.4263
CHEMBL204656,0.0511,0.1926,400,0.4372,94.29,1.036,31,3,1,ELVITEGRAVIR,0.24703087885985747,0.5071258907363421,0.6425178147268409,0.4239
CHEMBL2105420,0.0262,0.037,61,0.5235,82.8,0.886,17,0,0,TAUROLIDINE,0.6817102137767221,0.23040380047505937,0.166270783847981,0.4175
CHEMBL169901,0.0588,0.0741,45,0.4588,78.99,0.317,13,1,1,DEBRISOQUIN,0.35391923990498814,0.5866983372921615,0.3171021377672209,0.4145
CHEMBL534,0.0604,0.0815,58,0.4547,79.85,1.07,22,2,2,KETOTIFEN,0.332541567695962,0.5961995249406176,0.342042755344418,0.414
CHEMBL1770248,0.0494,0.2444,566,0.4215,96.94,1.076,30,2,1,ERTUGLIFLOZIN,0.18052256532066507,0.4821852731591449,0.7470308788598575,0.4126
CHEMBL142703,0.0109,0.0444,421,0.5356,94.61,1.01,22,0,6,VILDAGLIPTIN,0.7256532066508313,0.1163895486935867,0.2042755344418052,0.4125
CHEMBL2110816,0.01,0.0148,68,0.5523,88.23,0.968,22,2,2,BUTRIPTYLINE,0.7980997624703088,0.11045130641330166,0.08076009501187649,0.4125
CHEMBL2103772,0.0812,0.1185,78,0.4101,90.68,0.857,27,2,0,RACECADOTRIL,0.1377672209026128,0.7660332541567696,0.4679334916864608,0.4088
CHEMBL5315121,0.018,0.1037,655,0.4987,95.0,0.865,28,1,7,TECOVIRIMAT MONOHYDRATE,0.5558194774346793,0.17695961995249407,0.41330166270783847,0.4065
CHEMBL2105760,0.0404,0.1704,458,0.4512,85.59,1.024,31,4,2,BREXPIPRAZOLE,0.31353919239904987,0.38836104513064135,0.5890736342042755,0.4049
CHEMBL1200832,0.0342,0.037,16,0.5057,,0.564,23,2,1,TERBINAFINE HYDROCHLORIDE,0.5938242280285035,0.3182897862232779,0.166270783847981,0.4043
CHEMBL3989861,0.0492,0.0889,121,0.4637,89.53,0.825,28,1,0,DESVENLAFAXINE FUMARATE,0.3752969121140142,0.47743467933491684,0.3681710213776722,0.4042
CHEMBL1018,0.024,0.0296,36,0.5218,74.99,0.773,20,2,0,DIENESTROL,0.669833729216152,0.22446555819477435,0.13657957244655583,0.4029
CHEMBL799,0.0201,0.1556,929,0.4829,88.86,0.79,27,2,1,CILOSTAZOL,0.45486935866983375,0.19477434679334918,0.5558194774346793,0.4021
CHEMBL1201035,0.0107,0.037,339,0.5343,,0.804,24,1,1,BIPERIDEN HYDROCHLORIDE,0.7197149643705463,0.11401425178147269,0.166270783847981,0.3996
CHEMBL1201308,0.0072,0.0074,4,0.5562,80.25,0.633,14,1,0,IOFETAMINE,0.8028503562945368,0.07957244655581948,0.048693586698337295,0.3973
CHEMBL2325741,0.0528,0.2667,583,0.4001,88.83,1.02,30,3,1,CAPIVASERTIB,0.10095011876484561,0.517814726840855,0.7779097387173397,0.3952
CHEMBL190461,0.0311,0.1111,363,0.4814,85.4,0.976,23,1,0,CANNABIDIOL,0.44655581947743467,0.27078384798099764,0.4477434679334917,0.3941
CHEMBL3989866,0.0366,0.3556,1226,0.4144,112.18,0.876,32,2,3,BICTEGRAVIR,0.14726840855106887,0.3491686460807601,0.8919239904988123,0.394
CHEMBL4297592,0.0491,0.2593,613,0.4088,94.35,1.05,34,3,0,AMENAMEVIR,0.12945368171021376,0.4750593824228028,0.7624703087885986,0.3914
CHEMBL100116,0.0349,0.0667,132,0.4879,74.21,0.939,21,1,2,PENTAZOCINE,0.48931116389548696,0.32185273159144895,0.28859857482185275,0.3889
CHEMBL3707395,0.0563,0.0889,90,0.4458,93.96,1.028,27,2,0,ELAFIBRANOR,0.28741092636579574,0.5570071258907363,0.3681710213776722,0.3885
CHEMBL1201303,0.0606,0.1037,110,0.4332,96.1,0.405,29,4,1,PYRVINIUM,0.2327790973871734,0.6009501187648456,0.41330166270783847,0.3884
CHEMBL1628502,0.036,0.0667,124,0.4854,90.03,0.732,23,0,0,GABAPENTIN ENACARBIL,0.47268408551068886,0.34441805225653205,0.28859857482185275,0.3882
CHEMBL3989973,0.0525,0.2963,667,0.3899,,0.601,30,4,1,PEXIDARTINIB HYDROCHLORIDE,0.0665083135391924,0.5130641330166271,0.8171021377672208,0.3881
CHEMBL3545181,0.0183,0.0815,476,0.4969,85.86,0.887,28,2,2,TIOTROPIUM BROMIDE,0.5486935866983373,0.18527315914489312,0.342042755344418,0.388
CHEMBL294199,0.0767,0.163,174,0.3869,73.86,1.09,22,1,0,CAPSAICIN,0.06175771971496437,0.7268408551068883,0.5676959619952494,0.3878
CHEMBL48582,0.0631,0.1037,101,0.429,86.5,0.671,27,2,0,SAFINAMIDE MESYLATE,0.2161520190023753,0.6223277909738717,0.41330166270783847,0.3873
CHEMBL3889654,0.0264,0.363,1767,0.4253,104.13,1.047,31,3,1,LAROTRECTINIB,0.2007125890736342,0.23515439429928742,0.9026128266033254,0.3865
CHEMBL256087,0.0,0.0,108,0.5656,68.45,0.226,11,0,0,MENTHOL,0.831353919239905,0.015439429928741092,0.015439429928741092,0.3826
CHEMBL2107381,0.0265,0.1556,679,0.4625,97.55,1.351,26,1,0,URIDINE TRIACETATE,0.37292161520190026,0.23871733966745842,0.5558194774346793,0.3784
CHEMBL1096146,0.0685,0.2074,302,0.3439,92.41,0.955,31,2,0,PONESIMOD,0.014251781472684086,0.6555819477434679,0.6876484560570071,0.375
CHEMBL820,0.0127,0.0148,24,0.5277,72.7,0.788,14,0,0,BUSULFAN,0.6935866983372921,0.1377672209026128,0.08076009501187649,0.3736
CHEMBL1200588,0.0079,0.1111,1782,0.4918,,1.07,28,0,0,CLINDAMYCIN HYDROCHLORIDE,0.5154394299287411,0.09501187648456057,0.4477434679334917,0.3724
CHEMBL1200934,0.0012,0.0074,680,0.5451,105.59,0.964,27,0,3,NORGESTIMATE,0.7648456057007126,0.030878859857482184,0.048693586698337295,0.3656
CHEMBL1200714,0.0506,0.0667,52,0.4515,76.83,0.766,17,1,0,CHLORMEZANONE,0.3182897862232779,0.497624703087886,0.28859857482185275,0.3647
CHEMBL832,0.0395,0.0667,102,0.4677,98.17,0.691,29,3,0,SULFINPYRAZONE,0.39429928741092635,0.3824228028503563,0.28859857482185275,0.3643
CHEMBL7413,0.0405,0.0444,19,0.4783,91.62,1.082,19,0,0,METHOHEXITAL,0.4311163895486936,0.39429928741092635,0.2042755344418052,0.3634
CHEMBL1123,0.0125,0.0222,108,0.5143,86.39,0.976,22,0,0,DICYCLOMINE,0.6484560570071259,0.1342042755344418,0.11045130641330166,0.3597
CHEMBL220492,0.0277,0.0741,236,0.4837,92.16,0.853,22,0,2,TOPIRAMATE,0.4584323040380047,0.24703087885985747,0.3171021377672209,0.3597
CHEMBL493287,0.0336,0.1259,388,0.4533,76.85,0.374,12,0,0,GLUCOSAMINE,0.32304038004750596,0.30997624703087884,0.47862232779097386,0.358
CHEMBL2105648,0.0476,0.1333,261,0.4288,92.15,0.829,31,3,1,PALOVAROTENE,0.21377672209026127,0.45724465558194777,0.497624703087886,0.3578
CHEMBL1201173,0.0,0.0,550,0.5465,98.14,0.739,25,0,3,MEDRYSONE,0.7731591448931117,0.015439429928741092,0.015439429928741092,0.3564
CHEMBL2107430,0.0682,0.1111,100,0.4017,78.57,1.559,26,4,0,FLUTRIMAZOLE,0.10451306413301663,0.6532066508313539,0.4477434679334917,0.3549
CHEMBL1200610,0.0175,0.0667,389,0.4913,94.12,0.946,25,1,1,LORACARBEF,0.5106888361045131,0.16983372921615203,0.28859857482185275,0.3529
CHEMBL1201165,0.0053,0.037,821,0.5163,98.2,0.776,27,1,3,QUINESTROL,0.6567695961995249,0.0498812351543943,0.166270783847981,0.3521
CHEMBL1945778,0.01,0.037,372,0.5079,77.82,1.094,23,1,1,IOFLUPANE,0.6104513064133017,0.11045130641330166,0.166270783847981,0.3494
CHEMBL1444,0.0486,0.0889,124,0.4395,71.67,0.822,22,3,0,LETROZOLE,0.25653206650831356,0.47149643705463185,0.3681710213776722,0.3489
CHEMBL956,0.0497,0.0593,34,0.4504,74.82,0.694,18,2,0,SUPROFEN,0.30403800475059384,0.48812351543942994,0.25534441805225655,0.3471
CHEMBL315795,0.0576,0.0593,12,0.4365,57.83,0.555,9,1,0,CLOMETHIAZOLE,0.24465558194774348,0.5712589073634204,0.25534441805225655,0.3453
CHEMBL5095401,0.0296,0.1926,770,0.4331,,0.842,33,3,1,IPTACOPAN HYDROCHLORIDE,0.23040380047505937,0.2672209026128266,0.6425178147268409,0.3445
CHEMBL1414320,0.0588,0.1111,135,0.4083,100.73,1.587,32,2,0,SUXIBUZONE,0.12114014251781473,0.5866983372921615,0.4477434679334917,0.3425
CHEMBL1774461,0.041,0.0889,170,0.4451,88.87,0.6,26,2,0,FLORBETAPIR F 18,0.2850356294536817,0.3990498812351544,0.3681710213776722,0.34
CHEMBL408,0.0484,0.1852,406,0.4,90.93,1.336,31,2,1,TROGLITAZONE,0.09738717339667459,0.4667458432304038,0.6199524940617577,0.3388
CHEMBL2443262,0.0387,0.1037,241,0.4415,88.84,0.974,27,2,0,OLICERIDINE,0.2660332541567696,0.3752969121140142,0.41330166270783847,0.3356
CHEMBL4105630,0.009,0.0963,1319,0.4841,99.05,1.058,30,1,3,ZURANOLONE,0.46199524940617576,0.1021377672209026,0.3859857482185273,0.335
CHEMBL56337,0.0355,0.0444,40,0.4717,94.13,0.774,21,1,0,EPALRESTAT,0.40617577197149646,0.332541567695962,0.2042755344418052,0.3336
CHEMBL12713,0.0239,0.1333,636,0.4507,99.08,0.53,31,3,1,SERTINDOLE,0.3087885985748218,0.2209026128266033,0.497624703087886,0.3296
CHEMBL1200374,0.0,0.0,193,0.5329,77.25,0.805,22,0,3,EXEMESTANE,0.7102137767220903,0.015439429928741092,0.015439429928741092,0.3281
CHEMBL1201073,0.0775,0.0815,18,0.373,75.69,0.809,10,0,0,SUCCIMER,0.04275534441805225,0.7410926365795725,0.342042755344418,0.3271
CHEMBL271227,0.0043,0.0222,569,0.511,93.75,0.817,29,1,3,ABIRATERONE ACETATE,0.6318289786223278,0.04275534441805225,0.11045130641330166,0.3248
CHEMBL1570,0.0551,0.1111,152,0.4023,78.32,0.861,25,2,0,SULFOXONE,0.10688836104513064,0.5415676959619953,0.4477434679334917,0.3225
CHEMBL1697760,0.05,0.0963,138,0.4195,82.67,1.098,17,1,0,MUZOLIMINE,0.171021377672209,0.49406175771971494,0.3859857482185273,0.3217
CHEMBL1863513,0.0128,0.0889,817,0.4739,94.17,1.373,31,0,3,INGENOL MEBUTATE,0.4168646080760095,0.14014251781472684,0.3681710213776722,0.3217
CHEMBL1200796,0.0142,0.0148,8,0.5018,70.86,0.707,15,0,0,CYCLOPHOSPHAMIDE,0.5700712589073634,0.14726840855106887,0.08076009501187649,0.3209
CHEMBL566534,0.0097,0.037,383,0.4966,89.72,0.717,21,0,8,ARTEMETHER,0.5463182897862233,0.10688836104513064,0.166270783847981,0.3195
CHEMBL1593719,0.0606,0.0741,40,0.4088,71.71,0.405,11,1,0,PHENICARBAZIDE,0.12945368171021376,0.6009501187648456,0.3171021377672209,0.3178
