chembl_id,pharm_tanimoto,pharm_recall,n_bits,shape_tanimoto,o3a_score,planarity,heavy_atoms,aromatic_rings,fused_rings,name,shape_tanimoto_r,pharm_tanimoto_r,pharm_recall_r,consensus
CHEMBL1200382,0.0439,0.0667,79,0.4404,,0.982,29,2,0,BEPRIDIL HYDROCHLORIDE,0.2589073634204275,0.42755344418052255,0.28859857482185275,0.3169
CHEMBL1200949,0.0526,0.0593,25,0.4302,,0.059,9,1,0,BETAZOLE HYDROCHLORIDE,0.21852731591448932,0.5154394299287411,0.25534441805225655,0.3168
CHEMBL1201286,0.0244,0.0444,117,0.4783,95.35,0.985,25,1,0,OXYPHENONIUM,0.4311163895486936,0.22802850356294538,0.2042755344418052,0.3135
CHEMBL127,0.0081,0.0667,982,0.4849,87.92,0.809,26,0,1,MEROPENEM,0.4679334916864608,0.09857482185273159,0.28859857482185275,0.3123
CHEMBL1477274,0.0216,0.037,101,0.4841,,0.838,18,1,0,MEPTAZINOL HYDROCHLORIDE,0.46199524940617576,0.20546318289786222,0.166270783847981,0.3111
CHEMBL2107826,0.0321,0.2741,1053,0.3784,91.94,0.847,33,3,1,VIBEGRON,0.052256532066508314,0.2850356294536817,0.7909738717339667,0.3068
CHEMBL16,0.0701,0.0815,33,0.3704,82.17,1.008,19,2,0,PHENYTOIN,0.040380047505938245,0.6745843230403801,0.342042755344418,0.3061
CHEMBL1233,0.018,0.0222,35,0.4889,87.71,0.778,18,0,0,CARISOPRODOL,0.498812351543943,0.17695961995249407,0.11045130641330166,0.3052
CHEMBL291657,0.0354,0.2519,860,0.3703,96.81,1.205,33,3,0,CRINECERFONT,0.03800475059382423,0.33016627078384797,0.7529691211401425,0.3044
CHEMBL3545432,0.0386,0.1852,537,0.3931,,1.406,34,1,0,IXAZOMIB CITRATE,0.08076009501187649,0.37173396674584325,0.6199524940617577,0.3029
CHEMBL1670,0.0141,0.0148,9,0.4947,80.8,0.969,18,2,0,MITOTANE,0.5308788598574822,0.14489311163895488,0.08076009501187649,0.3026
CHEMBL75880,0.0,0.0,234,0.5162,73.41,0.921,20,0,0,PERHEXILINE,0.6532066508313539,0.015439429928741092,0.015439429928741092,0.3024
CHEMBL4594217,0.0216,0.237,1378,0.4086,95.25,1.069,32,3,0,CANAGLIFLOZIN,0.12351543942992874,0.20546318289786222,0.7363420427553444,0.3013
CHEMBL1200340,0.02,0.0593,274,0.4699,105.98,0.601,27,0,0,OSELTAMIVIR PHOSPHATE,0.3990498812351544,0.19239904988123516,0.25534441805225655,0.3011
CHEMBL420762,0.0405,0.1704,456,0.3926,91.76,0.918,32,3,1,MOZAVAPTAN,0.07363420427553444,0.39429928741092635,0.5890736342042755,0.2987
CHEMBL431,0.0423,0.0667,87,0.4326,103.5,1.25,31,1,0,SPIRAPRIL,0.22802850356294538,0.41211401425178146,0.28859857482185275,0.2984
CHEMBL1201342,0.0115,0.037,304,0.4857,84.62,0.973,22,2,2,METHIXENE,0.47743467933491684,0.12589073634204276,0.166270783847981,0.2942
CHEMBL1271,0.0,0.0,20,0.5116,76.7,0.812,17,0,0,PENTOLINIUM,0.6342042755344418,0.015439429928741092,0.015439429928741092,0.2939
CHEMBL3989402,0.011,0.0889,972,0.4619,93.91,0.984,26,0,0,PERAMIVIR,0.3681710213776722,0.11995249406175772,0.3681710213776722,0.2937
CHEMBL1200694,0.0429,0.0444,11,0.4375,78.35,0.631,12,0,0,SEVOFLURANE,0.2494061757719715,0.4180522565320665,0.2042755344418052,0.2887
CHEMBL1201345,0.004,0.0074,119,0.5014,81.9,0.615,19,0,0,TETRADECYL SULFURIC ACID,0.5665083135391924,0.03800475059382423,0.048693586698337295,0.2785
CHEMBL1200367,0.0072,0.0074,4,0.4949,80.78,0.731,16,0,0,ECHOTHIOPHATE IODIDE,0.5344418052256532,0.07957244655581948,0.048693586698337295,0.2765
CHEMBL1356238,0.0652,0.0667,12,0.3576,53.94,0.0,8,1,0,PYRITHIONE,0.030878859857482184,0.6306413301662708,0.28859857482185275,0.2752
CHEMBL1201087,0.0225,0.1704,909,0.412,105.03,0.973,33,2,4,CABERGOLINE,0.14014251781472684,0.21140142517814728,0.5890736342042755,0.2738
CHEMBL2110588,0.0314,0.1852,687,0.3929,95.54,1.145,29,1,1,ELIGLUSTAT,0.07838479809976247,0.27434679334916867,0.6199524940617577,0.2726
CHEMBL589586,0.0222,0.0222,3,0.4716,80.97,0.0,9,0,0,MONOMETHYL FUMARATE,0.40380047505938244,0.20902612826603326,0.11045130641330166,0.272
CHEMBL472,0.0358,0.1704,530,0.3781,91.09,1.219,33,2,0,GLYBURIDE,0.0498812351543943,0.33729216152019004,0.5890736342042755,0.2709
CHEMBL1697841,0.0,0.0,1,0.5033,62.36,0.397,10,0,0,ISOMETHEPTENE,0.5819477434679335,0.015439429928741092,0.015439429928741092,0.2704
CHEMBL1431,0.0435,0.0519,33,0.4219,76.66,0.308,9,0,0,METFORMIN,0.18527315914489312,0.42280285035629456,0.23159144893111638,0.2681
CHEMBL1874750,0.0341,0.1037,289,0.4157,94.76,0.723,30,1,0,CINEPAZIDE,0.15320665083135393,0.3147268408551069,0.41330166270783847,0.2667
CHEMBL1286,0.0486,0.0519,16,0.4154,71.67,0.91,12,0,0,LEVETIRACETAM,0.1496437054631829,0.47149643705463185,0.23159144893111638,0.2667
CHEMBL1740513,0.0333,0.037,20,0.4494,66.61,0.574,10,1,0,ISAXONINE,0.2992874109263658,0.2992874109263658,0.166270783847981,0.266
CHEMBL609,0.0,0.0,5,0.4988,72.52,0.398,10,0,0,TRIENTINE,0.5581947743467933,0.015439429928741092,0.015439429928741092,0.2597
CHEMBL673,0.0074,0.0074,1,0.488,61.97,0.755,12,1,0,PARGYLINE,0.4916864608076009,0.08669833729216152,0.048693586698337295,0.2594
CHEMBL421701,0.0267,0.037,57,0.4527,99.66,0.38,28,3,2,DITHIAZANINE IODIDE,0.32066508313539194,0.24228028503562946,0.166270783847981,0.2586
CHEMBL266349,0.0175,0.1111,738,0.4284,90.7,0.977,31,1,0,MELAGATRAN,0.20902612826603326,0.16983372921615203,0.4477434679334917,0.2569
CHEMBL2105827,0.0318,0.037,27,0.4439,63.86,0.638,10,0,0,"GLYCEROL, IODINATED",0.2755344418052256,0.2814726840855107,0.166270783847981,0.25
CHEMBL766,0.0263,0.0593,177,0.4394,104.32,1.336,24,0,0,CILASTATIN,0.25415676959619954,0.2327790973871734,0.25534441805225655,0.248
CHEMBL1201329,0.0066,0.0222,325,0.4804,89.2,1.136,26,2,2,TRIMETHAPHAN,0.4418052256532066,0.06294536817102138,0.11045130641330166,0.2453
CHEMBL1198857,0.0317,0.1481,515,0.3812,83.52,1.154,32,2,0,VILANTEROL,0.057007125890736345,0.27790973871733965,0.5391923990498813,0.2438
CHEMBL1200595,0.0069,0.0074,10,0.4843,,0.574,13,1,0,CHLORPHENTERMINE HYDROCHLORIDE,0.4655581947743468,0.07244655581947744,0.048693586698337295,0.2434
CHEMBL3707313,0.0335,0.1407,452,0.3754,87.62,1.108,34,3,0,TRIFAROTENE,0.04513064133016627,0.30641330166270786,0.5201900237529691,0.2423
CHEMBL1201037,0.0282,0.0296,11,0.4463,,0.81,14,0,0,EFLORNITHINE HYDROCHLORIDE,0.28978622327790976,0.25415676959619954,0.13657957244655583,0.2408
CHEMBL515387,0.0148,0.0667,482,0.4416,89.47,0.887,26,1,0,GOSOGLIPTIN,0.2684085510688836,0.15201900237529692,0.28859857482185275,0.2385
CHEMBL790,0.0277,0.1926,831,0.3266,95.22,0.608,34,2,0,CHLORHEXIDINE,0.007125890736342043,0.24703087885985747,0.6425178147268409,0.2379
CHEMBL1741134,0.0376,0.0593,86,0.4125,84.98,0.844,29,3,0,PICOSULFURIC ACID,0.14251781472684086,0.36104513064133015,0.25534441805225655,0.2363
CHEMBL333826,0.0326,0.1481,498,0.3587,84.91,0.541,34,4,2,DEQUALINIUM,0.0332541567695962,0.28741092636579574,0.5391923990498813,0.236
CHEMBL468837,0.0185,0.0296,85,0.451,85.62,0.983,18,0,0,HEPTABARBITAL,0.31116389548693585,0.1876484560570071,0.13657957244655583,0.2305
CHEMBL6966,0.0462,0.0815,114,0.35,91.11,1.222,33,2,0,VERAPAMIL,0.021377672209026127,0.44061757719714967,0.342042755344418,0.2273
CHEMBL780,0.0125,0.0148,27,0.4596,94.87,1.245,27,0,0,PENTETIC ACID,0.3586698337292161,0.1342042755344418,0.08076009501187649,0.2219
CHEMBL1515611,0.0288,0.0296,8,0.4319,75.63,0.667,11,0,0,BROMISOVALUM,0.2209026128266033,0.25653206650831356,0.13657957244655583,0.2105
CHEMBL489411,0.0093,0.0148,82,0.4586,87.33,0.866,23,1,0,AMOROLFINE,0.3515439429928741,0.10451306413301663,0.08076009501187649,0.2097
CHEMBL1201340,0.0,0.0,1,0.4803,77.08,0.899,21,2,0,DIPHEMANIL,0.43942992874109266,0.015439429928741092,0.015439429928741092,0.2062
CHEMBL1144,0.0054,0.0444,990,0.4496,85.59,1.271,30,0,1,PRAVASTATIN,0.3016627078384798,0.052256532066508314,0.2042755344418052,0.2025
CHEMBL1149,0.037,0.037,5,0.4066,72.36,0.619,11,0,0,LEVOCARNITINE,0.11401425178147269,0.3586698337292161,0.166270783847981,0.2005
CHEMBL5315118,0.0112,0.037,318,0.4431,91.85,0.999,34,0,1,ILOPROST TROMETHAMINE,0.27078384798099764,0.12351543942992874,0.166270783847981,0.2005
CHEMBL254468,0.042,0.0444,14,0.3861,64.8,0.506,9,0,0,FLUCICLOVINE F18,0.05938242280285035,0.40617577197149646,0.2042755344418052,0.1996
CHEMBL1237102,0.0171,0.0519,281,0.423,,1.021,32,2,0,LEVOCABASTINE HYDROCHLORIDE,0.19477434679334918,0.16508313539192399,0.23159144893111638,0.1951
CHEMBL877,0.0042,0.0074,102,0.4645,64.34,0.826,11,0,0,TRANEXAMIC ACID,0.37767220902612825,0.040380047505938245,0.048693586698337295,0.1942
CHEMBL1235452,0.0213,0.0222,9,0.4357,36.88,0.676,8,0,0,SULFUR,0.23515439429928742,0.20190023752969122,0.11045130641330166,0.194
CHEMBL1419,0.0065,0.0074,20,0.4602,73.17,0.867,19,1,0,SIBUTRAMINE,0.36104513064133015,0.05938242280285035,0.048693586698337295,0.1925
CHEMBL964,0.0329,0.037,22,0.4095,67.09,1.04,16,0,0,DISULFIRAM,0.13539192399049882,0.2921615201900237,0.166270783847981,0.1901
CHEMBL1909324,0.0237,0.0741,297,0.3974,80.4,1.276,32,1,3,PINAVERIUM,0.09026128266033254,0.2161520190023753,0.3171021377672209,0.1847
CHEMBL777,0.0367,0.0593,91,0.3561,74.88,0.78,14,0,1,CLAVULANIC ACID,0.026128266033254157,0.3527315914489311,0.25534441805225655,0.1814
CHEMBL2024517,0.0145,0.0815,635,0.4045,,0.687,29,1,0,CARIPRAZINE HYDROCHLORIDE,0.10926365795724466,0.1496437054631829,0.342042755344418,0.1796
CHEMBL272427,0.0047,0.0444,1146,0.436,103.88,1.112,34,0,3,TAURURSODIOL,0.23990498812351543,0.04631828978622328,0.2042755344418052,0.1729
CHEMBL48449,0.0181,0.0222,34,0.4237,82.18,0.857,14,0,2,CANTHARIDIN,0.19714964370546317,0.18052256532066507,0.11045130641330166,0.1705
CHEMBL1908847,0.0026,0.0074,245,0.454,77.36,0.807,17,0,3,SPARTEINE,0.3254156769596199,0.0332541567695962,0.048693586698337295,0.1686
CHEMBL1025,0.0072,0.0074,4,0.4446,64.33,0.652,11,0,0,ISOFLUROPHATE,0.28028503562945367,0.07957244655581948,0.048693586698337295,0.1622
CHEMBL1200666,0.0047,0.0222,509,0.4413,92.71,0.889,30,0,1,CALCIPOTRIENE,0.26365795724465557,0.04631828978622328,0.11045130641330166,0.1602
CHEMBL695,0.021,0.0222,11,0.4157,72.04,0.567,10,0,0,TRIMETHADIONE,0.15320665083135393,0.1995249406175772,0.11045130641330166,0.1564
CHEMBL1201203,0.0066,0.0148,171,0.4363,81.14,0.886,23,2,1,BENZTROPINE,0.24228028503562946,0.06294536817102138,0.08076009501187649,0.1481
CHEMBL1788386,0.0076,0.0148,131,0.4272,92.5,0.78,24,0,1,TETRAMETHRIN,0.20665083135391923,0.09026128266033254,0.08076009501187649,0.1403
CHEMBL523299,0.0121,0.0148,32,0.4211,95.35,0.913,33,3,3,UMECLIDINIUM BROMIDE,0.17814726840855108,0.12826603325415678,0.08076009501187649,0.1388
CHEMBL1576,0.0122,0.0148,31,0.419,73.96,0.803,12,0,0,ETHINAMATE,0.16864608076009502,0.13064133016627077,0.08076009501187649,0.1353
CHEMBL1256,0.029,0.0296,7,0.3779,62.04,0.537,10,0,0,ISOFLURANE,0.047505938242280284,0.26128266033254155,0.13657957244655583,0.1339
CHEMBL671,0.0068,0.0074,12,0.4324,55.73,0.922,11,0,0,THIOTEPA,0.22446555819477435,0.06769596199524941,0.048693586698337295,0.1335
CHEMBL1663,0.029,0.0296,7,0.3457,66.19,0.804,11,0,0,PERFLUTREN,0.0166270783847981,0.26128266033254155,0.13657957244655583,0.12
CHEMBL289480,0.0064,0.0148,181,0.4182,71.78,0.672,13,0,0,RILMENIDINE,0.16508313539192399,0.057007125890736345,0.08076009501187649,0.1116
CHEMBL1200391,0.0265,0.0296,20,0.3419,53.75,0.748,8,0,0,TROMETHAMINE,0.009501187648456057,0.23871733966745842,0.13657957244655583,0.11
CHEMBL1550,0.0153,0.037,196,0.357,94.53,1.214,33,1,1,PHYTONADIONE,0.028503562945368172,0.15676959619952494,0.166270783847981,0.1014
CHEMBL38,0.0068,0.0074,12,0.4129,78.15,0.855,22,0,0,TRETINOIN,0.14489311163895488,0.06769596199524941,0.048693586698337295,0.0977
CHEMBL1200761,0.017,0.0222,44,0.3531,70.54,0.817,27,3,0,CHLOROTRIANISENE,0.023752969121140142,0.16152019002375298,0.11045130641330166,0.0868
CHEMBL168815,0.0138,0.0222,85,0.3631,61.18,0.762,13,0,3,CEVIMELINE,0.035629453681710214,0.14251781472684086,0.11045130641330166,0.0864
CHEMBL606,0.0037,0.0222,677,0.3967,93.66,1.433,27,0,0,MISOPROSTOL,0.0855106888361045,0.035629453681710214,0.11045130641330166,0.0768
CHEMBL2095209,0.0074,0.0074,1,0.3937,70.43,1.154,24,0,0,ICOSAPENT ETHYL,0.0831353919239905,0.08669833729216152,0.048693586698337295,0.0756
CHEMBL15891,0.0,0.0,27,0.4077,61.46,0.988,12,0,0,LINDANE,0.1187648456057007,0.015439429928741092,0.015439429928741092,0.0619
CHEMBL1201317,0.0072,0.0074,4,0.3811,68.65,0.861,10,0,0,TRICLOFOS,0.05463182897862233,0.07957244655581948,0.048693586698337295,0.0606
CHEMBL1410743,0.0069,0.0074,10,0.3265,61.8,0.338,9,0,0,PARALDEHYDE,0.004750593824228029,0.07244655581947744,0.048693586698337295,0.036
CHEMBL267936,0.0,0.0,33,0.3463,56.87,0.905,12,0,1,MECAMYLAMINE,0.019002375296912115,0.015439429928741092,0.015439429928741092,0.017
CHEMBL1569,0.0,0.0,52,0.3426,,0.864,12,0,6,AMANTADINE HYDROCHLORIDE,0.011876484560570071,0.015439429928741092,0.015439429928741092,0.0138
CHEMBL1201270,0.0,0.0,7,0.2336,48.37,0.926,10,0,6,METHENAMINE,0.0023752969121140144,0.015439429928741092,0.015439429928741092,0.0096
